Name;Date of Birth;Type of Parliamentarian;Riding/Senatorial Division;Province/Territory;Gender;Political Affiliation
Kinsella, Noël A.;1939-11-27;Senator (1990/09/12 - 2014/11/27);Fredericton-York-Sunbury (1990/09/12 - 2014/11/27);New Brunswick;M;"Conservative Party of Canada (2004/02/02 - 2014/11/27)
Progressive Conservative Party (1990/09/12 - 2004/02/01)"
Kochhar, Vim;1936-09-20;Senator (2010/01/29 - 2011/09/21);Ontario (2010/01/29 - 2011/09/21);Ontario;M;Conservative Party of Canada (2010/01/29 - 2011/09/21)
Komarnicki, Ed;1949-11-17;MP (2004/06/28 - 2015/10/18);Souris--Moose Mountain (2004/06/28 - 2015/10/18);Saskatchewan;M;Conservative Party of Canada (2004/06/28 - 2015/10/18)
Kramp, Daryl;1947-06-13;MP (2004/06/28 - 2015/10/18);Prince Edward--Hastings (2004/06/28 - 2015/10/18);Ontario;M;Conservative Party of Canada (2004/06/28 - 2015/10/18)
Lake, Mike;1969-06-03;"MP (2015/10/19 - )
MP (2006/01/23 - 2015/10/18)";"Edmonton--Wetaskiwin (2015/10/19 - )
Edmonton--Mill Woods--Beaumont (2006/01/23 - 2015/10/18)";"Alberta
Alberta";M;Conservative Party of Canada (2006/01/23 - )
Lamoureux, Kevin;1962-01-21;MP (2010/11/29 - );Winnipeg North (2010/11/29 - );Manitoba;M;Liberal Party of Canada (2010/11/29 - )
Lang, Daniel;1948-04-02;Senator (2009/01/02 - 2017/08/15);Yukon (2009/01/02 - 2017/08/15);Yukon;M;Conservative Party of Canada (2009/01/02 - 2017/08/15)
Lapointe, François;1971-03-25;MP (2011/05/02 - 2015/10/18);Montmagny--L’Islet--Kamouraska--Rivière-du-Loup (2011/05/02 - 2015/10/18);Quebec;M;New Democratic Party (2011/05/02 - 2015/10/18)
Larose, Jean-François;1971-12-31;MP (2011/05/02 - 2015/10/18);Repentigny (2011/05/02 - 2015/10/18);Quebec;M;"Strength in Democracy (2014/10/21 - 2015/10/18)
New Democratic Party (2011/05/02 - 2014/10/20)"
Latendresse, Alexandrine;1984-04-29;MP (2011/05/02 - 2015/10/18);Louis-Saint-Laurent (2011/05/02 - 2015/10/18);Quebec;F;New Democratic Party (2011/05/02 - 2015/10/18)
Lauzon, Guy;1944-04-05;MP (2004/06/28 - 2019/10/20);Stormont--Dundas--South Glengarry (2004/06/28 - 2019/10/20);Ontario;M;Conservative Party of Canada (2004/06/28 - 2019/10/20)
Laverdière, Hélène;1955-04-12;MP (2011/05/02 - 2019/10/20);Laurier--Sainte-Marie (2011/05/02 - 2019/10/20);Quebec;F;New Democratic Party (2011/05/02 - 2019/10/20)
Layton, Jack;1950-07-17;MP (2004/06/28 - 2011/08/22);Toronto--Danforth (2004/06/28 - 2011/08/22);Ontario;M;New Democratic Party (2004/06/28 - 2011/08/22)
Lebel, Denis;1954-05-25;"MP (2015/10/19 - 2017/08/09)
MP (2007/09/17 - 2015/10/18)";"Lac-Saint-Jean (2015/10/19 - 2017/08/09)
Roberval--Lac-Saint-Jean (2007/09/17 - 2015/10/18)";"Quebec
Quebec";M;Conservative Party of Canada (2007/09/17 - 2017/08/09)
LeBlanc, Dominic;1967-12-13;"MP (2004/06/28 - )
MP (2000/11/27 - 2004/06/27)";"Beauséjour (2004/06/28 - )
Beauséjour--Petitcodiac (2000/11/27 - 2004/06/27)";"New Brunswick
New Brunswick";M;Liberal Party of Canada (2000/11/27 - )
LeBlanc, Hélène;1958-03-26;MP (2011/05/02 - 2015/10/18);LaSalle--Émard (2011/05/02 - 2015/10/18);Quebec;F;New Democratic Party (2011/05/02 - 2015/10/18)
LeBreton, Marjory;1940-07-03;Senator (1993/06/18 - 2015/07/04);Ontario (1993/06/18 - 2015/07/04);Ontario;F;"Conservative Party of Canada (2003/12/09 - 2015/07/04)
Progressive Conservative Party (1993/06/18 - 2003/12/08)"
Leef, Ryan;1973-12-27;MP (2011/05/02 - 2015/10/18);Yukon (2011/05/02 - 2015/10/18);Yukon;M;Conservative Party of Canada (2011/05/02 - 2015/10/18)
Leitch, K. Kellie;1970-07-29;MP (2011/05/02 - 2019/10/20);Simcoe--Grey (2011/05/02 - 2019/10/20);Ontario;F;Conservative Party of Canada (2011/05/02 - 2019/10/20)
Lemieux, Pierre;1963-04-08;MP (2006/01/23 - 2015/10/18);Glengarry--Prescott--Russell (2006/01/23 - 2015/10/18);Ontario;M;Conservative Party of Canada (2006/01/23 - 2015/10/18)
Leslie, Megan;1973-09-28;MP (2008/10/14 - 2015/10/18);Halifax (2008/10/14 - 2015/10/18);Nova Scotia;F;New Democratic Party (2008/10/14 - 2015/10/18)
Leung, Chungsen;1950-07-13;MP (2011/05/02 - 2015/10/18);Willowdale (2011/05/02 - 2015/10/18);Ontario;M;Conservative Party of Canada (2011/05/02 - 2015/10/18)
Liu, Laurin;1990-11-12;MP (2011/05/02 - 2015/10/18);Rivière-des-Mille-Îles (2011/05/02 - 2015/10/18);Quebec;F;New Democratic Party (2011/05/02 - 2015/10/18)
Lizon, Wladyslaw;1954-06-26;MP (2011/05/02 - 2015/10/18);Mississauga East--Cooksville (2011/05/02 - 2015/10/18);Ontario;M;Conservative Party of Canada (2011/05/02 - 2015/10/18)
Lobb, Ben;1976-09-09;MP (2008/10/14 - );Huron--Bruce (2008/10/14 - );Ontario;M;Conservative Party of Canada (2008/10/14 - )
Losier-Cool, Rose-Marie;1937-06-17;Senator (1995/03/21 - 2012/06/18);Tracadie (1995/03/21 - 2012/06/18);New Brunswick;F;Liberal Party of Canada (1995/03/21 - 2012/06/18)
Lovelace Nicholas, Sandra;1948-04-14;Senator (2005/09/21 - );New Brunswick (2005/09/21 - );New Brunswick;F;"Non-affiliated (2019/11/18 - )
Progressive Senate Group (2019/11/14 - 2019/11/17)
Liberal Party of Canada (2005/09/21 - 2019/11/13)"
Lukiwski, Tom;1951-10-04;"MP (2015/10/19 - )
MP (2004/06/28 - 2015/10/18)";"Moose Jaw--Lake Centre--Lanigan (2015/10/19 - )
Regina--Lumsden--Lake Centre (2004/06/28 - 2015/10/18)";"Saskatchewan
Saskatchewan";M;Conservative Party of Canada (2004/06/28 - )
Lunney, James;1951-09-04;MP (2000/11/27 - 2015/10/18);Nanaimo--Alberni (2000/11/27 - 2015/10/18);British Columbia;M;"Independent (2015/03/31 - 2015/10/18)
Conservative Party of Canada (2003/12/23 - 2015/03/30)
Canadian Reform Conservative Alliance (2000/11/27 - 2003/12/22)"
MacAulay, Lawrence;1946-09-08;MP (1988/11/21 - );Cardigan (1988/11/21 - );Prince Edward Island;M;Liberal Party of Canada (1988/11/21 - )
MacDonald, Michael L.;1955-05-03;Senator (2009/01/02 - );Cape Breton (2009/01/02 - );Nova Scotia;M;Conservative Party of Canada (2009/01/02 - )
MacKay, Peter Gordon;1965-09-26;"MP (2004/06/28 - 2015/10/18)
MP (1997/06/02 - 2004/06/27)";"Central Nova (2004/06/28 - 2015/10/18)
Pictou--Antigonish--Guysborough (1997/06/02 - 2004/06/27)";"Nova Scotia
Nova Scotia";M;"Conservative Party of Canada (2004/02/02 - 2015/10/18)
Progressive Conservative Party (1997/06/02 - 2004/02/01)"
MacKenzie, Dave;1946-06-11;MP (2004/06/28 - );Oxford (2004/06/28 - );Ontario;M;Conservative Party of Canada (2004/06/28 - )
Maguire, Larry;1949-05-31;MP (2013/11/25 - );Brandon--Souris (2013/11/25 - );Manitoba;M;Conservative Party of Canada (2013/11/25 - )
Mahovlich, Frank W.;1938-01-09;Senator (1998/06/11 - 2013/01/10);Toronto (1998/06/11 - 2013/01/10);Ontario;M;Liberal Party of Canada (1998/06/11 - 2013/01/10)
Mai, Hoang;1973-06-13;MP (2011/05/02 - 2015/10/18);Brossard--La Prairie (2011/05/02 - 2015/10/18);Quebec;M;New Democratic Party (2011/05/02 - 2015/10/18)
Maltais, Ghislain;1944-04-21;Senator (2012/01/06 - 2019/04/22);Shawinigan (2012/01/06 - 2019/04/22);Quebec;M;Conservative Party of Canada (2012/01/06 - 2019/04/22)
Manning, Fabian;1964-05-20;"MP (2006/01/23 - 2008/10/13)
Senator (2011/05/25 - )
Senator (2009/01/02 - 2011/03/28)";"Newfoundland and Labrador (2011/05/25 - )
Newfoundland and Labrador (2009/01/02 - 2011/03/28)
Avalon (2006/01/23 - 2008/10/13)";"Newfoundland and Labrador
Newfoundland and Labrador
Newfoundland and Labrador";M;"Conservative Party of Canada (2011/05/25 - )
Conservative Party of Canada (2009/01/02 - 2011/03/28)
Conservative Party of Canada (2006/01/23 - 2008/10/13)"
Marshall, Elizabeth;1951-09-06;Senator (2010/01/29 - );Newfoundland and Labrador (2010/01/29 - );Newfoundland and Labrador;F;Conservative Party of Canada (2010/01/29 - )
Marston, Wayne;1947-02-26;MP (2006/01/23 - 2015/10/18);Hamilton East--Stoney Creek (2006/01/23 - 2015/10/18);Ontario;M;New Democratic Party (2006/01/23 - 2015/10/18)
Martin, Pat;1955-12-12;MP (1997/06/02 - 2015/10/18);Winnipeg Centre (1997/06/02 - 2015/10/18);Manitoba;M;New Democratic Party (1997/06/02 - 2015/10/18)
Martin, Yonah;1965-04-10;Senator (2009/01/02 - );British Columbia (2009/01/02 - );British Columbia;F;Conservative Party of Canada (2009/01/02 - )
Masse, Brian;1968-07-08;MP (2002/05/13 - );Windsor West (2002/05/13 - );Ontario;M;New Democratic Party (2002/05/13 - )
Massicotte, Paul J.;1951-09-09;Senator (2003/06/26 - );De Lanaudière (2003/06/26 - );Quebec;M;"Independent Senators Group (2017/10/30 - )
Liberal Party of Canada (2003/06/26 - 2017/10/29)"
Mathyssen, Irene;1951-08-15;MP (2006/01/23 - 2019/10/20);London--Fanshawe (2006/01/23 - 2019/10/20);Ontario;F;New Democratic Party (2006/01/23 - 2019/10/20)
May, Elizabeth;1954-06-08;MP (2011/05/02 - );Saanich--Gulf Islands (2011/05/02 - );British Columbia;F;Green Party of Canada (2011/05/02 - )
Mayes, Colin;1948-04-10;MP (2006/01/23 - 2015/10/18);Okanagan--Shuswap (2006/01/23 - 2015/10/18);British Columbia;M;Conservative Party of Canada (2006/01/23 - 2015/10/18)
McCallum, John;1950-04-08;"MP (2015/10/19 - 2017/02/01)
MP (2004/06/28 - 2015/10/18)
MP (2000/11/27 - 2004/06/27)";"Markham--Thornhill (2015/10/19 - 2017/02/01)
Markham--Unionville (2004/06/28 - 2015/10/18)
Markham (2000/11/27 - 2004/06/27)";"Ontario
Ontario
Ontario";M;Liberal Party of Canada (2000/11/27 - 2017/02/01)
McColeman, Phil;1954-03-14;"MP (2015/10/19 - )
MP (2008/10/14 - 2015/10/18)";"Brantford--Brant (2015/10/19 - )
Brant (2008/10/14 - 2015/10/18)";"Ontario
Ontario";M;Conservative Party of Canada (2008/10/14 - )
McCoy, Elaine;1946-03-06;Senator (2005/03/24 - );Alberta (2005/03/24 - );Alberta;F;"Canadian Senators Group (2019/11/04 - )
Independent Senators Group (2017/05/31 - 2019/11/03)
Non-affiliated (Independent Senators Group) (2016/12/02 - 2017/05/31)
Non-affiliated (2016/06/13 - 2016/12/01)
Independent (2016/02/17 - 2016/06/12)
Independent Progressive Conservative (2013/02/11 - 2016/02/16)
Progressive Conservative Party (2005/03/24 - 2013/02/10)"
McGuinty, David;1960-02-24;MP (2004/06/28 - );Ottawa South (2004/06/28 - );Ontario;M;Liberal Party of Canada (2004/06/28 - )
McInnis, Tom;1945-04-08;Senator (2012/09/06 - );Nova Scotia (2012/09/06 - );Nova Scotia;M;Conservative Party of Canada (2012/09/06 - )
McIntyre, Paul E.;1944-11-01;Senator (2012/09/06 - 2019/11/01);New Brunswick (2012/09/06 - 2019/11/01);New Brunswick;M;Conservative Party of Canada (2012/09/06 - 2019/11/01)
McKay, John;1948-03-20;"MP (2004/06/28 - )
MP (1997/06/02 - 2004/06/27)";"Scarborough--Guildwood (2004/06/28 - )
Scarborough East (1997/06/02 - 2004/06/27)";"Ontario
Ontario";M;Liberal Party of Canada (1997/06/02 - )
McLeod, Cathy;1957-06-11;MP (2008/10/14 - );Kamloops--Thompson--Cariboo (2008/10/14 - );British Columbia;F;Conservative Party of Canada (2008 - )
Meighen, Michael A.;1939-03-24;Senator (1990/09/27 - 2012/02/06);St. Marys (1990/09/27 - 2012/02/06);Ontario;M;"Conservative Party of Canada (2004/02/02 - 2012/02/06)
Progressive Conservative Party (1990/09/27 - 2004/02/01)"
Menegakis, Costas;1959-01-11;MP (2011/05/02 - 2015/10/18);Richmond Hill (2011/05/02 - 2015/10/18);Ontario;M;Conservative Party of Canada (2011/05/02 - 2015/10/18)
Menzies, Ted;1952-02-17;MP (2004/06/28 - 2013/11/09);Macleod (2004/06/28 - 2013/11/09);Alberta;M;Conservative Party of Canada (2004/06/28 - 2013/11/09)
Mercer, Terry M.;1947-05-05;Senator (2003/11/07 - );Northend Halifax (2003/11/07 - );Nova Scotia;M;"Non-affiliated (2019/11/18 - )
Progressive Senate Group (2019/11/14 - 2019/11/17)
Liberal Party of Canada (2003/11/07 - 2019/11/13)"
Merchant, Pana;1943-04-01;Senator (2002/12/12 - 2017/03/31);Saskatchewan (2002/12/12 - 2017/03/31);Saskatchewan;F;Liberal Party of Canada (2002/12/12 - 2017/03/31)
Meredith, Don;1964-07-12;Senator (2010/12/18 - 2017/05/10);Ontario (2010/12/18 - 2017/05/10);Ontario;M;"Non-affiliated (2017/03/10 - 2017/05/10)
Non-affiliated (Independent Senators Group) (2016/12/02 - 2017/03/09)
Non-affiliated (2016/06/13 - 2016/12/01)
Independent (2015/06/17 - 2016/06/12)
Conservative Party of Canada (2010/12/18 - 2015/06/16)"
Merrifield, Rob;1953-12-18;MP (2000/11/27 - 2014/09/17);Yellowhead (2000/11/27 - 2014/09/17);Alberta;M;"Conservative Party of Canada (2003/12/23 - 2014/09/17)
Canadian Reform Conservative Alliance (2000/11/27 - 2003/12/22)"
Michaud, Élaine;1985-10-16;MP (2011/05/02 - 2015/10/18);Portneuf--Jacques-Cartier (2011/05/02 - 2015/10/18);Quebec;F;New Democratic Party (2011/05/02 - 2015/10/18)
Miller, Larry;1956-07-20;"MP (2004/09/01 - 2019/10/20)
MP (2004/06/28 - 2004/08/31)";"Bruce--Grey--Owen Sound (2004/09/01 - 2019/10/20)
Grey--Bruce--Owen Sound (2004/06/28 - 2004/08/31)";"Ontario
Ontario";M;Conservative Party of Canada (2004/06/28 - 2019/10/20)
Mitchell, Grant;1951-07-18;Senator (2005/03/24 - );Alberta (2005/03/24 - );Alberta;M;"Non-affiliated (2016/06/13 - )
Independent (2016/05/02 - 2016/06/12)
Liberal Party of Canada (2005/03/24 - 2016/05/01)"
Mockler, Percy;1949-04-13;Senator (2009/01/02 - );New Brunswick (2009/01/02 - );New Brunswick;M;Conservative Party of Canada (2009/01/02 - )
Moore, Christine;1983-10-20;MP (2011/05/02 - 2019/10/20);Abitibi--Témiscamingue (2011/05/02 - 2019/10/20);Quebec;F;New Democratic Party (2011/05/02 - 2019/10/20)
Moore, James;1976-06-09;"MP (2004/06/28 - 2015/10/18)
MP (2000/11/27 - 2004/06/27)";"Port Moody--Westwood--Port Coquitlam (2004/06/28 - 2015/10/18)
Port Moody--Coquitlam--Port Coquitlam (2000/11/27 - 2004/06/27)";"British Columbia
British Columbia";M;"Conservative Party of Canada (2003/12/23 - 2015/10/18)
Canadian Reform Conservative Alliance (2000/11/27 - 2003/12/22)"
Moore, Rob;1974-05-13;"MP (2019/10/21 - )
MP (2004/09/01 - 2015/10/18)
MP (2004/06/28 - 2004/08/31)";"Fundy Royal (2019/10/21 - )
Fundy Royal (2004/09/01 - 2015/10/18)
Fundy (2004/06/28 - 2004/08/31)";"New Brunswick
New Brunswick
New Brunswick";M;"Conservative Party of Canada (2019/10/21 - )
Conservative Party of Canada (2004/06/28 - 2015/10/18)"
Moore, Wilfred P.;1942-01-13;Senator (1996/09/26 - 2017/01/13);"Stanhope St./South Shore (1999 - 2017/01/13)
Chester (1996/09/26 - 1999)";"Nova Scotia
Nova Scotia";M;Liberal Party of Canada (1996/09/26 - 2017/01/13)
Morin, Dany;1985-12-18;MP (2011/05/02 - 2015/10/18);Chicoutimi--Le Fjord (2011/05/02 - 2015/10/18);Quebec;M;New Democratic Party (2011/05/02 - 2015/10/18)
Morin, Isabelle;1983-12-31;MP (2011/05/02 - 2015/10/18);Notre-Dame-de-Grâce--Lachine (2011/05/02 - 2015/10/18);Quebec;F;New Democratic Party (2011/05/02 - 2015/10/18)
Morin, Marc-André;1951-03-12;MP (2011/05/02 - 2015/10/18);Laurentides--Labelle (2011/05/02 - 2015/10/18);Quebec;M;New Democratic Party (2011/05/02 - 2015/10/18)
Morin, Marie-Claude;1985-01-24;MP (2011/05/02 - 2015/10/18);Saint-Hyacinthe--Bagot (2011/05/02 - 2015/10/18);Quebec;F;New Democratic Party (2011/05/02 - 2015/10/18)
Mourani, Maria;1969-05-18;MP (2006/01/23 - 2015/10/18);Ahuntsic (2006/01/23 - 2015/10/18);Quebec;F;"Independent (2013/09/12 - 2015/10/18)
Bloc Québécois (2006/01/23 - 2013/09/11)"
Mulcair, Thomas J.;1954-10-23;MP (2007/09/17 - 2018/08/03);Outremont (2007/09/17 - 2018/08/03);Quebec;M;New Democratic Party (2007/09/17 - 2018/08/03)
Munson, Jim;1946-07-13;Senator (2003/12/10 - );Ottawa / Rideau Canal (2003/12/10 - );Ontario;M;"Non-affiliated (2019/11/18 - )
Progressive Senate Group (2019/11/14 - 2019/11/17)
Liberal Party of Canada (2003/12/10 - 2019/11/13)"
Murray, Joyce;1954-07-10;MP (2008/03/17 - );Vancouver Quadra (2008/03/17 - );British Columbia;F;Liberal Party of Canada (2008/03/17 - )
Murray, Lowell;1936-09-25;Senator (1979/09/13 - 2011/09/26);Pakenham (1979/09/13 - 2011/09/26);Ontario;M;Progressive Conservative Party (1979/09/13 - 2011/09/26)
Nancy Ruth, _;1942-01-05;Senator (2005/03/24 - 2017/01/05);Cluny (2005/03/24 - 2017/01/05);Ontario;F;"Conservative Party of Canada (2006/03/29 - 2017/01/05)
Progressive Conservative Party (2005/03/24 - 2006/03/28)"
Nantel, Pierre;1963-06-09;"MP (2015/10/19 - 2019/10/20)
MP (2011/05/02 - 2015/10/18)";"Longueuil--Saint-Hubert (2015/10/19 - 2019/10/20)
Longueuil--Pierre-Boucher (2011/05/02 - 2015/10/18)";"Quebec
Quebec";M;"Independent (2019/08/16 - 2019/10/20)
New Democratic Party (2011/05/02 - 2019/08/15)"
Nash, Peggy;1951-06-27;"MP (2011/05/02 - 2015/10/18)
MP (2006/01/23 - 2008/10/13)";"Parkdale--High Park (2011/05/02 - 2015/10/18)
Parkdale--High Park (2006/01/23 - 2008/10/13)";"Ontario
Ontario";F;"New Democratic Party (2011/05/02 - 2015/10/18)
New Democratic Party (2006/01/23 - 2008/10/13)"
Neufeld, Richard;1944-11-05;Senator (2009/01/02 - 2019/11/05);British Columbia (2009/01/02 - 2019/11/05);British Columbia;M;Conservative Party of Canada (2009/01/02 - 2019/11/05)
Ngo, Thanh Hai;1947-01-02;Senator (2012/09/06 - );Ontario (2012/09/06 - );Ontario;M;Conservative Party of Canada (2012/09/06 - )
Nicholls, Jamie;1971-10-14;MP (2011/05/02 - 2015/10/18);Vaudreuil--Soulanges (2011/05/02 - 2015/10/18);Quebec;M;New Democratic Party (2011/05/02 - 2015/10/18)
Nicholson, Rob;1952-04-28;"MP (2004/06/28 - 2019/10/20)
MP (1984/09/04 - 1993/10/24)";"Niagara Falls (2004/06/28 - 2019/10/20)
Niagara Falls (1984/09/04 - 1993/10/24)";"Ontario
Ontario";M;"Conservative Party of Canada (2004/06/28 - 2019/10/20)
Progressive Conservative Party (1984/09/04 - 1993/10/24)"
Nolin, Pierre Claude;1950-10-29;Senator (1993/06/18 - 2015/04/23);De Salaberry (1993/06/18 - 2015/04/23);Quebec;M;"Conservative Party of Canada (2004/02/02 - 2015/04/23)
Progressive Conservative Party (1993/06/18 - 2004/02/01)"
Norlock, Rick;1948-03-06;MP (2006/01/23 - 2015/10/18);Northumberland--Quinte West (2006/01/23 - 2015/10/18);Ontario;M;Conservative Party of Canada (2006/01/23 - 2015/10/18)
Nunez-Melo, José;1956-11-12;MP (2011/05/02 - 2015/10/18);Laval (2011/05/02 - 2015/10/18);Quebec;M;"Green Party of Canada (2015/08/16 - 2015/10/18)
Independent (2015/08/10 - 2015/08/15)
New Democratic Party (2011/05/02 - 2015/08/09)"
O'Connor, Gordon;1939-05-17;"MP (2004/09/01 - 2015/10/18)
MP (2004/06/28 - 2004/08/31)";"Carleton--Mississippi Mills (2004/09/01 - 2015/10/18)
Carleton--Lanark (2004/06/28 - 2004/08/31)";"Ontario
Ontario";M;Conservative Party of Canada (2004/06/28 - 2015/10/18)
O'Neill Gordon, Tilly;1949-02-15;MP (2008/10/14 - 2015/10/18);Miramichi (2008/10/14 - 2015/10/18);New Brunswick;F;Conservative Party of Canada (2008/10/14 - 2015/10/18)
O'Toole, Erin;1973-01-21;MP (2012/11/26 - );Durham (2012/11/26 - );Ontario;M;Conservative Party of Canada (2012/11/26 - )
Obhrai, Deepak;1950-07-04;"MP (2015/10/19 - 2019/08/02)
MP (1997/06/02 - 2015/10/18)";"Calgary Forest Lawn (2015/10/19 - 2019/08/02)
Calgary East (1997/06/02 - 2015/10/18)";"Alberta
Alberta";M;"Conservative Party of Canada (2004/02/02 - 2019/08/02)
Progressive Conservative Party (2003/12/12 - 2004/02/01)
Canadian Reform Conservative Alliance (2000/03/27 - 2003/12/11)
Reform Party of Canada (1997/06/02 - 2000/03/26)"
Oda, Bev;1944-07-26;"MP (2004/09/01 - 2012/07/31)
MP (2004/06/28 - 2004/08/31)";"Durham (2004/09/01 - 2012/07/31)
Clarington--Scugog--Uxbridge (2004/06/28 - 2004/08/31)";"Ontario
Ontario";F;Conservative Party of Canada (2004/06/28 - 2012/07/31)
Ogilvie, Kelvin Kenneth;1942-11-05;Senator (2009/08/27 - 2017/11/06);Annapolis Valley - Hants (2009/08/27 - 2017/11/06);Nova Scotia;M;Conservative Party of Canada (2009/08/27 - 2017/11/06)
Oh, Victor;1949-06-09;Senator (2013/01/25 - );Mississauga (2013/01/25 - );Ontario;M;Conservative Party of Canada (2013/01/25 - )
Oliver, Donald H.;1938-11-15;Senator (1990/09/07 - 2013/11/16);South Shore (1990/09/07 - 2013/11/16);Nova Scotia;M;"Conservative Party of Canada (2004/02/02 - 2013/11/16)
Progressive Conservative Party (1990/09/07 - 2004/02/01)"
Oliver, Joe;1940-05-19;MP (2011/05/02 - 2015/10/18);Eglinton--Lawrence (2011/05/02 - 2015/10/18);Ontario;M;Conservative Party of Canada (2011/05/02 - 2015/10/18)
Opitz, Ted;1961-08-24;MP (2011/05/02 - 2015/10/18);Etobicoke Centre (2011/05/02 - 2015/10/18);Ontario;M;Conservative Party of Canada (2011/05/02 - 2015/10/18)
Pacetti, Massimo;1962-08-21;MP (2002/05/13 - 2015/10/18);Saint-Léonard--Saint-Michel (2002/05/13 - 2015/10/18);Quebec;M;"Independent (2014/11/05 - 2015/10/18)
Liberal Party of Canada (2002/05/13 - 2014/11/04)"
Papillon, Annick;1980-05-26;MP (2011/05/02 - 2015/10/18);Québec (2011/05/02 - 2015/10/18);Quebec;F;New Democratic Party (2011/05/02 - 2015/10/18)
Paradis, Christian;1973-12-31;MP (2006/01/23 - 2015/10/18);Mégantic--L'Érable (2006/01/23 - 2015/10/18);Quebec;M;Conservative Party of Canada (2006/01/23 - 2015/10/18)
Patry, Claude;1953-01-09;MP (2011/05/02 - 2015/10/18);Jonquière--Alma (2011/05/02 - 2015/10/18);Quebec;M;"Bloc Québécois (2013/02/28 - 2015/10/18)
New Democratic Party (2011/05/02 - 2013/02/27)"
Patterson, Dennis Glen;1948-12-29;Senator (2009/08/27 - );Nunavut (2009/08/27 - );Nunavut;M;Conservative Party of Canada (2009/08/27 - )
Payne, LaVar;1945-02-22;MP (2008/10/14 - 2015/10/18);Medicine Hat (2008/10/14 - 2015/10/18);Alberta;M;Conservative Party of Canada (2008 - 2015/10/18)
Péclet, Ève;1988-12-02;MP (2011/05/02 - 2015/10/18);La Pointe-de-l'Île (2011/05/02 - 2015/10/18);Quebec;F;New Democratic Party (2011/05/02 - 2015/10/18)
Penashue, Peter;1964-04-08;MP (2011/05/02 - 2013/03/14);Labrador (2011/05/02 - 2013/03/14);Newfoundland and Labrador;M;Conservative Party of Canada (2011/05/02 - 2013/03/14)
Pépin, Lucie;1936-09-06;"MP (1984/09/04 - 1988/11/20)
Senator (1997/04/08 - 2011/09/07)";"Shawinigan (1997/04/08 - 2011/09/07)
Outremont (1984/09/04 - 1988/11/20)";"Quebec
Quebec";F;"Liberal Party of Canada (1997/04/08 - 2011/09/07)
Liberal Party of Canada (1984/09/04 - 1988/11/20)"
Perkins, Patricia (Pat);1953-09-02;MP (2014/11/17 - 2015/10/18);Whitby--Oshawa (2014/11/17 - 2015/10/18);Ontario;F;Conservative Party of Canada (2014/11/17 - 2015/10/18)
Perreault, Manon;1965-12-28;MP (2011/05/02 - 2015/10/18);Montcalm (2011/05/02 - 2015/10/18);Quebec;F;"Strength in Democracy (2015/08/12 - 2015/10/18)
Independent (2014/06/06 - 2015/08/11)
New Democratic Party (2011/05/02 - 2014/06/05)"
Peterson, Robert W.;1937-10-18;Senator (2005/03/24 - 2012/10/19);Saskatchewan (2005/03/24 - 2012/10/19);Saskatchewan;M;Liberal Party of Canada (2005/03/24 - 2012/10/19)
Pilon, François;1958-08-24;MP (2011/05/02 - 2015/10/18);Laval--Les Îles (2011/05/02 - 2015/10/18);Quebec;M;New Democratic Party (2011/05/02 - 2015/10/18)
Plamondon, Louis;1943-07-30;"MP (2015/10/19 - )
MP (2004/09/01 - 2015/10/18)
MP (2004/06/28 - 2004/08/31)
MP (1998/06/18 - 2004/06/27)
MP (1984/09/04 - 1998/06/17)";"Bécancour--Nicolet--Saurel (2015/10/19 - )
Bas-Richelieu--Nicolet--Bécancour (2004/09/01 - 2015/10/18)
Richelieu (2004/06/28 - 2004/08/31)
Bas-Richelieu--Nicolet--Bécancour (1998/06/18 - 2004/06/27)
Richelieu (1984/09/04 - 1998/06/17)";"Quebec
Quebec
Quebec
Quebec
Quebec";M;"Bloc Québécois (2018/09/17 - )
Québec debout (2018/06/06 - 2018/09/16)
Groupe parlementaire québécois  (2018/02/28 - 2018/06/05)
Bloc Québécois (1990/12/20 - 2018/02/27)
Independent (1990/06/26 - 1990/12/19)
Progressive Conservative Party (1984/09/04 - 1990/06/25)"
Plett, Donald Neil;1950-05-13;Senator (2009/08/27 - );Landmark (2009/08/27 - );Manitoba;M;Conservative Party of Canada (2009/08/27 - )
Poilievre, Pierre;1979-06-02;"MP (2015/10/19 - )
MP (2004/06/28 - 2015/10/18)";"Carleton (2015/10/19 - )
Nepean--Carleton (2004/06/28 - 2015/10/18)";"Ontario
Ontario";M;Conservative Party of Canada (2004/06/28 - )
Poirier, Rose-May;1954-03-01;Senator (2010/02/28 - );Saint-Louis-de-Kent (2010/02/28 - );New Brunswick;F;Conservative Party of Canada (2010/02/28 - )
Poy, Vivienne;1941-05-14;Senator (1998/09/17 - 2012/09/17);Toronto (1998/09/17 - 2012/09/17);Ontario;F;Liberal Party of Canada (1998/09/17 - 2012/09/17)
Preston, Joe;1955-06-13;MP (2004/06/28 - 2015/10/18);Elgin--Middlesex--London (2004/06/28 - 2015/10/18);Ontario;M;Conservative Party of Canada (2004/06/28 - 2015/10/18)
Quach, Anne Minh-Thu;1982-08-13;"MP (2015/10/19 - 2019/10/20)
MP (2011/05/02 - 2015/10/18)";"Salaberry--Suroît (2015/10/19 - 2019/10/20)
Beauharnois--Salaberry (2011/05/02 - 2015/10/18)";"Quebec
Quebec";F;New Democratic Party (2011/05/02 - 2019/10/20)
